type, degree, size, action, cmp_count, swaps_count, cpu_cycles
vector,7,900,sort, 21532,3553,466425
vector,7,900,build, 1198,132,27387
vector,7,900,pop, 32,5,855
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21544,3553,457461
vector,7,900,build, 1203,142,29547
vector,7,900,pop, 32,5,774
vector,7,900,insert, 1,0,108
vector,7,900,sort, 21641,3566,457758
vector,7,900,build, 1203,134,27090
vector,7,900,pop, 24,4,756
vector,7,900,insert, 2,1,198
vector,7,900,sort, 21416,3526,440424
vector,7,900,build, 1203,128,26478
vector,7,900,pop, 32,5,828
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21606,3562,461529
vector,7,900,build, 1211,132,27252
vector,7,900,pop, 32,5,810
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21493,3561,461430
vector,7,900,build, 1211,134,27342
vector,7,900,pop, 32,5,873
vector,7,900,insert, 1,0,108
vector,7,900,sort, 21587,3558,454635
vector,7,900,build, 1195,133,27819
vector,7,900,pop, 32,5,855
vector,7,900,insert, 1,0,108
vector,7,900,sort, 21563,3543,448992
vector,7,900,build, 1211,135,28116
vector,7,900,pop, 24,4,702
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21457,3541,443277
vector,7,900,build, 1203,128,28008
vector,7,900,pop, 32,5,828
vector,7,900,insert, 1,0,99
vector,7,900,sort, 21582,3571,463518
vector,7,900,build, 1203,135,27324
vector,7,900,pop, 32,5,882
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21438,3551,448578
vector,7,900,build, 1203,139,27684
vector,7,900,pop, 24,4,783
vector,7,900,insert, 1,0,126
vector,7,900,sort, 21570,3560,459396
vector,7,900,build, 1211,140,28395
vector,7,900,pop, 32,5,882
vector,7,900,insert, 1,0,135
vector,7,900,sort, 21609,3563,447129
vector,7,900,build, 1198,128,27000
vector,7,900,pop, 24,4,693
vector,7,900,insert, 1,0,126
vector,7,900,sort, 21494,3556,441630
vector,7,900,build, 1195,137,28062
vector,7,900,pop, 32,5,855
vector,7,900,insert, 1,0,108
vector,7,900,sort, 21444,3528,462915
vector,7,900,build, 1211,140,28719
vector,7,900,pop, 32,5,900
vector,7,900,insert, 1,0,81
vector,7,900,sort, 21554,3553,462780
vector,7,900,build, 1195,137,27864
vector,7,900,pop, 32,5,747
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21497,3554,455607
vector,7,900,build, 1211,132,28557
vector,7,900,pop, 32,5,819
vector,7,900,insert, 1,0,72
vector,7,900,sort, 21633,3566,452331
vector,7,900,build, 1187,136,28098
vector,7,900,pop, 24,4,585
vector,7,900,insert, 1,0,63
vector,7,900,sort, 21447,3544,459207
vector,7,900,build, 1211,137,28710
vector,7,900,pop, 24,4,756
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21464,3562,463140
vector,7,900,build, 1203,136,28062
vector,7,900,pop, 32,5,864
vector,7,900,insert, 1,0,108
vector,7,900,sort, 21395,3521,455841
vector,7,900,build, 1198,136,27774
vector,7,900,pop, 32,5,936
vector,7,900,insert, 1,0,99
vector,7,900,sort, 21474,3537,456588
vector,7,900,build, 1198,137,1064511
vector,7,900,pop, 32,5,864
vector,7,900,insert, 1,0,270
vector,7,900,sort, 21369,3529,457227
vector,7,900,build, 1203,130,27450
vector,7,900,pop, 24,4,666
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21485,3545,445608
vector,7,900,build, 1203,141,27432
vector,7,900,pop, 32,5,909
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21617,3556,448110
vector,7,900,build, 1203,126,26694
vector,7,900,pop, 32,5,936
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21573,3552,451026
vector,7,900,build, 1206,135,28656
vector,7,900,pop, 32,5,747
vector,7,900,insert, 1,0,99
vector,7,900,sort, 21601,3563,463023
vector,7,900,build, 1195,132,27000
vector,7,900,pop, 24,4,819
vector,7,900,insert, 1,0,126
vector,7,900,sort, 21546,3565,448614
vector,7,900,build, 1195,137,28989
vector,7,900,pop, 24,4,756
vector,7,900,insert, 3,2,243
vector,7,900,sort, 21507,3551,909639
vector,7,900,build, 1211,139,28683
vector,7,900,pop, 24,4,792
vector,7,900,insert, 1,0,81
vector,7,900,sort, 21450,3537,459882
vector,7,900,build, 1187,132,28629
vector,7,900,pop, 32,5,783
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21506,3549,460026
vector,7,900,build, 1203,132,27378
vector,7,900,pop, 24,4,702
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21423,3534,440775
vector,7,900,build, 1195,129,28026
vector,7,900,pop, 32,5,846
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21282,3525,459126
vector,7,900,build, 1206,134,28953
vector,7,900,pop, 24,4,819
vector,7,900,insert, 1,0,99
vector,7,900,sort, 21672,3568,448488
vector,7,900,build, 1203,133,27261
vector,7,900,pop, 32,5,747
vector,7,900,insert, 1,0,117
vector,7,900,sort, 21575,3555,457119
vector,7,900,build, 1211,139,28035
vector,7,900,pop, 32,5,900
vector,7,900,insert, 1,0,90
vector,7,900,sort, 21562,3557,457020
vector,7,900,build, 1211,133,27216
vector,7,900,pop, 24,4,729
vector,7,900,insert, 1,0,99
vector,7,900,sort, 21511,3555,459198
vector,7,1000,build, 1341,153,31248
vector,7,1000,pop, 24,4,765
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24291,3989,513639
vector,7,1000,build, 1338,149,31554
vector,7,1000,pop, 32,5,891
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24403,3998,522648
vector,7,1000,build, 1322,141,30123
vector,7,1000,pop, 24,3,603
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24358,4003,511029
vector,7,1000,build, 1333,149,31986
vector,7,1000,pop, 32,5,792
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24414,4022,518841
vector,7,1000,build, 1341,149,30231
vector,7,1000,pop, 32,5,828
vector,7,1000,insert, 2,1,189
vector,7,1000,sort, 24499,4023,521100
vector,7,1000,build, 1330,146,31176
vector,7,1000,pop, 32,5,855
vector,7,1000,insert, 2,1,180
vector,7,1000,sort, 24366,4026,614862
vector,7,1000,build, 1333,149,31365
vector,7,1000,pop, 24,4,720
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24311,3994,522234
vector,7,1000,build, 1314,141,29601
vector,7,1000,pop, 24,3,711
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24411,4012,504297
vector,7,1000,build, 1325,149,29898
vector,7,1000,pop, 32,5,927
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24402,4011,528264
vector,7,1000,build, 1338,146,318748
vector,7,1000,pop, 24,4,630
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24476,4007,521136
vector,7,1000,build, 1341,154,31698
vector,7,1000,pop, 32,5,882
vector,7,1000,insert, 3,2,306
vector,7,1000,sort, 24308,3992,501057
vector,7,1000,build, 1309,149,30402
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24391,4012,1054899
vector,7,1000,build, 1333,154,30240
vector,7,1000,pop, 24,4,756
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24407,4001,525393
vector,7,1000,build, 1333,147,30420
vector,7,1000,pop, 24,4,702
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24434,4007,510633
vector,7,1000,build, 1333,150,32427
vector,7,1000,pop, 32,5,936
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24234,3979,516573
vector,7,1000,build, 1333,146,30384
vector,7,1000,pop, 32,5,783
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24291,4000,502884
vector,7,1000,build, 1325,151,29565
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24426,3999,501507
vector,7,1000,build, 1341,154,30312
vector,7,1000,pop, 32,5,774
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24458,4025,567351
vector,7,1000,build, 1338,146,30420
vector,7,1000,pop, 24,4,693
vector,7,1000,insert, 2,1,198
vector,7,1000,sort, 24398,4007,545841
vector,7,1000,build, 1333,149,29961
vector,7,1000,pop, 28,5,819
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24331,3995,551857
vector,7,1000,build, 1341,153,30294
vector,7,1000,pop, 32,5,756
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24476,4017,528039
vector,7,1000,build, 1333,151,31293
vector,7,1000,pop, 32,5,891
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24446,4005,541395
vector,7,1000,build, 1341,148,30474
vector,7,1000,pop, 32,5,873
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24422,4022,521631
vector,7,1000,build, 1341,149,30312
vector,7,1000,pop, 24,4,666
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24390,4005,516339
vector,7,1000,build, 1333,149,30231
vector,7,1000,pop, 32,5,891
vector,7,1000,insert, 2,1,234
vector,7,1000,sort, 24453,4007,545620
vector,7,1000,build, 1325,147,30591
vector,7,1000,pop, 24,4,792
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24390,4004,982197
vector,7,1000,build, 1325,146,30267
vector,7,1000,pop, 32,5,801
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24321,4002,496683
vector,7,1000,build, 1317,144,29835
vector,7,1000,pop, 24,4,675
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24264,3983,516024
vector,7,1000,build, 1333,146,30060
vector,7,1000,pop, 32,5,819
vector,7,1000,insert, 2,1,198
vector,7,1000,sort, 24239,3985,520461
vector,7,1000,build, 1338,159,30825
vector,7,1000,pop, 24,4,819
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24432,4007,521748
vector,7,1000,build, 1333,143,30672
vector,7,1000,pop, 24,4,774
vector,7,1000,insert, 4,3,342
vector,7,1000,sort, 24373,3992,507213
vector,7,1000,build, 1341,153,31554
vector,7,1000,pop, 32,5,873
vector,7,1000,insert, 3,2,306
vector,7,1000,sort, 24394,4003,524043
vector,7,1000,build, 1333,145,30447
vector,7,1000,pop, 32,5,855
vector,7,1000,insert, 2,1,207
vector,7,1000,sort, 24506,4028,506106
vector,7,1000,build, 1333,152,30987
vector,7,1000,pop, 32,5,882
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24444,3995,524313
vector,7,1000,build, 1333,153,30330
vector,7,1000,pop, 32,5,990
vector,7,1000,insert, 3,2,297
vector,7,1000,sort, 24261,3990,524871
vector,7,1000,build, 1333,156,30780
vector,7,1000,pop, 32,5,810
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24485,4020,522450
vector,7,1000,build, 1341,154,32598
vector,7,1000,pop, 32,5,891
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24422,4015,519858
vector,7,1000,build, 1325,145,30276
vector,7,1000,pop, 32,5,846
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24451,4009,518022
vector,7,1000,build, 1341,156,32328
vector,7,1000,pop, 24,4,684
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24439,3996,519723
vector,7,1000,build, 1338,152,30438
vector,7,1000,pop, 32,5,783
vector,7,1000,insert, 2,1,198
vector,7,1000,sort, 24345,3998,516726
vector,7,1000,build, 1341,149,30105
vector,7,1000,pop, 32,5,855
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24334,3997,543906
vector,7,1000,build, 1341,147,30177
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24381,4010,505611
vector,7,1000,build, 1341,159,32364
vector,7,1000,pop, 24,4,864
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24515,4025,541390
vector,7,1000,build, 1319,143,29835
vector,7,1000,pop, 32,5,972
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24393,4015,505971
vector,7,1000,build, 1325,153,30726
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24341,4009,510084
vector,7,1000,build, 1330,152,30861
vector,7,1000,pop, 24,4,702
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24380,4015,522432
vector,7,1000,build, 1330,149,29997
vector,7,1000,pop, 32,5,810
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24271,3992,519678
vector,7,1000,build, 1341,147,32085
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 2,1,207
vector,7,1000,sort, 24280,3981,523224
vector,7,1000,build, 1341,150,30915
vector,7,1000,pop, 32,5,846
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24449,4022,508788
vector,7,1000,build, 1341,157,31410
vector,7,1000,pop, 24,4,675
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24439,4023,518841
vector,7,1000,build, 1341,154,30834
vector,7,1000,pop, 24,4,684
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24502,4019,511146
vector,7,1000,build, 1338,149,30978
vector,7,1000,pop, 32,5,720
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24396,4009,517464
vector,7,1000,build, 1325,149,29916
vector,7,1000,pop, 32,5,909
vector,7,1000,insert, 1,0,63
vector,7,1000,sort, 24414,4016,519336
vector,7,1000,build, 1338,152,30537
vector,7,1000,pop, 32,5,909
vector,7,1000,insert, 2,1,198
vector,7,1000,sort, 24459,4008,518301
vector,7,1000,build, 1333,143,30168
vector,7,1000,pop, 32,5,936
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24434,4012,504450
vector,7,1000,build, 1333,150,30051
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 2,1,243
vector,7,1000,sort, 24354,4003,519804
vector,7,1000,build, 1333,147,29439
vector,7,1000,pop, 32,5,1008
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24259,4003,529857
vector,7,1000,build, 1333,152,30231
vector,7,1000,pop, 32,5,909
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24421,4015,520038
vector,7,1000,build, 1338,147,30744
vector,7,1000,pop, 32,5,792
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24451,4008,524250
vector,7,1000,build, 1330,153,31203
vector,7,1000,pop, 32,5,675
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24383,3998,525222
vector,7,1000,build, 1333,151,30825
vector,7,1000,pop, 24,4,657
vector,7,1000,insert, 2,1,171
vector,7,1000,sort, 24393,3997,504909
vector,7,1000,build, 1338,151,30825
vector,7,1000,pop, 24,4,648
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24446,3999,509418
vector,7,1000,build, 1333,147,30204
vector,7,1000,pop, 32,5,819
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24312,3995,518715
vector,7,1000,build, 1333,150,31176
vector,7,1000,pop, 32,5,846
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24458,4007,519624
vector,7,1000,build, 1333,153,30879
vector,7,1000,pop, 32,5,972
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24435,4009,507465
vector,7,1000,build, 1338,151,30510
vector,7,1000,pop, 32,5,855
vector,7,1000,insert, 2,1,171
vector,7,1000,sort, 24397,4007,521307
vector,7,1000,build, 1338,153,30816
vector,7,1000,pop, 32,5,1008
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24396,4010,522405
vector,7,1000,build, 1333,150,30483
vector,7,1000,pop, 32,5,837
vector,7,1000,insert, 1,0,63
vector,7,1000,sort, 24134,3969,513801
vector,7,1000,build, 1333,145,30015
vector,7,1000,pop, 32,5,711
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24427,4014,923711
vector,7,1000,build, 1338,152,31005
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24372,4002,631710
vector,7,1000,build, 1333,151,30366
vector,7,1000,pop, 32,5,873
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24344,3990,517986
vector,7,1000,build, 1333,157,30987
vector,7,1000,pop, 32,5,828
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24244,3979,517302
vector,7,1000,build, 1338,157,31761
vector,7,1000,pop, 24,4,756
vector,7,1000,insert, 4,3,324
vector,7,1000,sort, 24353,3989,512631
vector,7,1000,build, 1322,151,30438
vector,7,1000,pop, 32,5,810
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24210,3979,505530
vector,7,1000,build, 1325,149,29637
vector,7,1000,pop, 32,4,846
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24143,3969,521262
vector,7,1000,build, 1341,151,31005
vector,7,1000,pop, 24,4,756
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24146,3977,519057
vector,7,1000,build, 1319,147,29790
vector,7,1000,pop, 32,5,756
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24325,3997,554760
vector,7,1000,build, 1341,149,29880
vector,7,1000,pop, 32,5,873
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24343,4002,506916
vector,7,1000,build, 1338,145,30699
vector,7,1000,pop, 32,5,1017
vector,7,1000,insert, 2,1,207
vector,7,1000,sort, 24380,4009,522513
vector,7,1000,build, 1317,147,30150
vector,7,1000,pop, 32,5,936
vector,7,1000,insert, 1,0,126
vector,7,1000,sort, 24334,4011,511146
vector,7,1000,build, 1330,151,29943
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 3,2,342
vector,7,1000,sort, 24454,4017,504441
vector,7,1000,build, 1325,145,28287
vector,7,1000,pop, 32,5,801
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24370,3999,551930
vector,7,1000,build, 1341,149,31851
vector,7,1000,pop, 32,4,729
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24379,4016,507276
vector,7,1000,build, 1338,148,31896
vector,7,1000,pop, 32,5,846
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24521,4019,526509
vector,7,1000,build, 1325,148,29691
vector,7,1000,pop, 24,4,675
vector,7,1000,insert, 1,0,63
vector,7,1000,sort, 24409,4001,526068
vector,7,1000,build, 1333,148,31815
vector,7,1000,pop, 24,4,711
vector,7,1000,insert, 1,0,81
vector,7,1000,sort, 24395,4007,524358
vector,7,1000,build, 1325,150,30537
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 2,1,189
vector,7,1000,sort, 24262,3975,591255
vector,7,1000,build, 1333,155,30924
vector,7,1000,pop, 24,3,558
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24302,3996,503829
vector,7,1000,build, 1341,158,30807
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 1,0,99
vector,7,1000,sort, 24329,4004,507789
vector,7,1000,build, 1333,145,30717
vector,7,1000,pop, 32,5,837
vector,7,1000,insert, 2,1,180
vector,7,1000,sort, 24333,3982,515664
vector,7,1000,build, 1341,142,30006
vector,7,1000,pop, 28,5,864
vector,7,1000,insert, 2,1,198
vector,7,1000,sort, 24357,3999,512091
vector,7,1000,build, 1330,148,29565
vector,7,1000,pop, 32,5,828
vector,7,1000,insert, 1,0,90
vector,7,1000,sort, 24429,4012,527004
vector,7,1000,build, 1317,144,30348
vector,7,1000,pop, 24,4,702
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24398,4002,524340
vector,7,1000,build, 1338,147,30501
vector,7,1000,pop, 32,5,864
vector,7,1000,insert, 1,0,117
vector,7,1000,sort, 24352,3984,520965
vector,7,1000,build, 1335,151,29790
vector,7,1000,pop, 24,3,621
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24277,4003,525456
vector,7,1000,build, 1333,150,30636
vector,7,1000,pop, 32,5,900
vector,7,1000,insert, 1,0,63
vector,7,1000,sort, 24355,3996,528255
vector,7,1000,build, 1338,153,29484
vector,7,1000,pop, 24,4,783
vector,7,1000,insert, 3,2,315
vector,7,1000,sort, 24329,3994,526986
vector,7,1000,build, 1333,150,31410
vector,7,1000,pop, 32,5,882
vector,7,1000,insert, 1,0,315
vector,7,1000,sort, 24539,4016,571023
vector,7,1000,build, 1338,150,30771
vector,7,1000,pop, 24,4,720
vector,7,1000,insert, 1,0,108
vector,7,1000,sort, 24345,4008,616896
vector,7,1000,build, 1330,141,30186
vector,7,1000,pop, 32,5,819
vector,7,1000,insert, 1,0,63
vector,7,1000,sort, 24481,4020,531171
vector,8,100,build, 129,12,3420
vector,8,100,pop, 27,4,684
vector,8,100,insert, 1,0,63
vector,8,100,sort, 1519,270,32391
vector,8,100,build, 138,16,3483
vector,8,100,pop, 18,3,531
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1528,271,33066
vector,8,100,build, 129,15,3735
vector,8,100,pop, 27,4,702
vector,8,100,insert, 1,0,144
vector,8,100,sort, 1462,267,32139
vector,8,100,build, 129,13,3717
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1525,274,33075
vector,8,100,build, 129,15,3366
vector,8,100,pop, 27,4,801
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1492,270,32805
vector,8,100,build, 138,14,3690
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,90
vector,8,100,sort, 1485,265,31293
vector,8,100,build, 129,13,3141
vector,8,100,pop, 18,3,522
vector,8,100,insert, 1,0,99
vector,8,100,sort, 1513,270,32940
vector,8,100,build, 138,15,3438
vector,8,100,pop, 27,4,738
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1523,274,32139
vector,8,100,build, 129,15,3267
vector,8,100,pop, 18,3,621
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1532,271,33795
vector,8,100,build, 123,15,3357
vector,8,100,pop, 18,3,576
vector,8,100,insert, 2,1,180
vector,8,100,sort, 1535,275,33435
vector,8,100,build, 129,13,3330
vector,8,100,pop, 18,3,513
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1511,268,32490
vector,8,100,build, 120,14,3330
vector,8,100,pop, 18,3,540
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1494,272,32913
vector,8,100,build, 129,14,3636
vector,8,100,pop, 27,4,666
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1530,275,33219
vector,8,100,build, 129,15,3465
vector,8,100,pop, 18,3,540
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1540,270,33084
vector,8,100,build, 120,12,3573
vector,8,100,pop, 18,3,504
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1514,273,33336
vector,8,100,build, 129,15,3519
vector,8,100,pop, 27,4,801
vector,8,100,insert, 2,1,189
vector,8,100,sort, 1542,273,33588
vector,8,100,build, 129,12,3546
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1529,275,44370
vector,8,100,build, 129,12,3258
vector,8,100,pop, 27,4,702
vector,8,100,insert, 3,3,306
vector,8,100,sort, 1512,272,32301
vector,8,100,build, 120,12,3339
vector,8,100,pop, 18,3,612
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1508,277,33264
vector,8,100,build, 120,12,3285
vector,8,100,pop, 18,3,540
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1532,270,32346
vector,8,100,build, 120,12,3168
vector,8,100,pop, 27,4,702
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1512,273,34056
vector,8,100,build, 138,13,3483
vector,8,100,pop, 18,3,558
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1531,272,33678
vector,8,100,build, 132,12,3456
vector,8,100,pop, 18,3,585
vector,8,100,insert, 2,1,189
vector,8,100,sort, 1530,273,34128
vector,8,100,build, 138,14,3447
vector,8,100,pop, 27,4,621
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1514,272,33570
vector,8,100,build, 120,12,3141
vector,8,100,pop, 27,4,675
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1461,261,32157
vector,8,100,build, 138,15,3546
vector,8,100,pop, 18,3,567
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1523,265,32202
vector,8,100,build, 129,14,3276
vector,8,100,pop, 18,3,477
vector,8,100,insert, 2,1,225
vector,8,100,sort, 1505,270,32409
vector,8,100,build, 120,13,3015
vector,8,100,pop, 27,4,549
vector,8,100,insert, 2,1,216
vector,8,100,sort, 1508,269,32967
vector,8,100,build, 138,15,3735
vector,8,100,pop, 27,3,594
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1524,275,32238
vector,8,100,build, 120,11,3015
vector,8,100,pop, 18,3,495
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1527,273,33003
vector,8,100,build, 129,13,3348
vector,8,100,pop, 27,4,702
vector,8,100,insert, 3,3,315
vector,8,100,sort, 1532,271,33489
vector,8,100,build, 138,15,13590
vector,8,100,pop, 27,4,648
vector,8,100,insert, 2,1,189
vector,8,100,sort, 1515,271,32967
vector,8,100,build, 138,15,3510
vector,8,100,pop, 18,3,513
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1537,273,33210
vector,8,100,build, 129,14,3699
vector,8,100,pop, 18,3,576
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1517,270,33561
vector,8,100,build, 132,15,3897
vector,8,100,pop, 27,4,684
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1521,271,33291
vector,8,100,build, 129,14,3492
vector,8,100,pop, 18,3,495
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1517,271,32859
vector,8,100,build, 129,13,3321
vector,8,100,pop, 27,4,603
vector,8,100,insert, 2,1,162
vector,8,100,sort, 1512,272,33273
vector,8,100,build, 129,11,3015
vector,8,100,pop, 27,4,621
vector,8,100,insert, 1,0,72
vector,8,100,sort, 1524,272,32517
vector,8,100,build, 132,16,3645
vector,8,100,pop, 18,3,531
vector,8,100,insert, 1,0,99
vector,8,100,sort, 1509,268,31761
vector,8,100,build, 132,16,3627
vector,8,100,pop, 18,3,603
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1526,272,32454
vector,8,100,build, 129,10,3195
vector,8,100,pop, 27,4,738
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1516,272,32355
vector,8,100,build, 129,12,3222
vector,8,100,pop, 18,3,567
vector,8,100,insert, 2,1,171
vector,8,100,sort, 1532,275,33759
vector,8,100,build, 120,14,3204
vector,8,100,pop, 20,4,711
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1539,278,33471
vector,8,100,build, 129,14,3384
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1513,266,33120
vector,8,100,build, 138,16,3636
vector,8,100,pop, 18,3,567
vector,8,100,insert, 3,3,333
vector,8,100,sort, 1526,270,33030
vector,8,100,build, 120,14,3132
vector,8,100,pop, 27,4,810
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1536,275,32769
vector,8,100,build, 129,12,3186
vector,8,100,pop, 18,3,531
vector,8,100,insert, 3,2,270
vector,8,100,sort, 1490,272,32958
vector,8,100,build, 132,15,3528
vector,8,100,pop, 18,3,585
vector,8,100,insert, 1,0,81
vector,8,100,sort, 1528,269,32463
vector,8,100,build, 129,14,3438
vector,8,100,pop, 18,3,477
vector,8,100,insert, 1,0,63
vector,8,100,sort, 1515,274,33282
vector,8,100,build, 138,15,3744
vector,8,100,pop, 27,4,720
vector,8,100,insert, 2,1,180
vector,8,100,sort, 1506,271,33336
vector,8,100,build, 129,14,3483
vector,8,100,pop, 18,3,684
vector,8,100,insert, 3,2,306
vector,8,100,sort, 1496,268,32796
vector,8,100,build, 129,13,3267
vector,8,100,pop, 27,4,684
vector,8,100,insert, 1,0,108
vector,8,100,sort, 1517,274,32877
vector,8,100,build, 132,15,3654
vector,8,100,pop, 27,4,765
vector,8,100,insert, 1,0,117
vector,8,100,sort, 1557,273,33759
vector,8,100,build, 129,13,3348
vector,8,100,pop, 18,3,558
